EV,P/B,EV/T12M EBITDA,P/S,P/E,Log CAP,date
0.22256250428403734,0.016917074722756057,0.17137247163889224,1.3098387744149234,-0.035281032760150176,0.6582015095674226,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.5133625913158387,-0.20394181608129372,-0.13275751682062956,0.07414701086026866,-0.05256872882500415,-0.16219939717488918,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.3524831327428882,-0.12612300137310797,0.1918147607736923,1.322569783703449,0.4104183571623219,0.1505962695721503,2008-02-01
-0.2455849315732394,-0.08935067895731547,-0.08280506034375996,0.0032209633590128007,-0.07237429473113202,0.24360983853703677,2008-02-01
-0.4263621251737056,-0.1238734382801602,-0.22348377469545727,-0.4727728234158028,-0.11491181057523693,0.08080130328841859,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,1.3595464731019695,0.06730113042861541,-0.1573350177943354,2008-02-01
-0.4296944903454802,-0.14167712333006105,-0.17692583807104717,-0.43987762531784985,-0.10496175793345462,0.0972715337175085,2008-02-01
2.9471128605707433,-0.09262057959599312,0.013297832122550831,-0.011753514657639576,-0.051788128460847585,1.0079230887622834,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.12237729306723989,-0.0686386301943893,-0.11893018944959687,-0.20358360578432133,-0.0708130940028189,0.33290627724140187,2008-02-01
-0.27066199347725084,-0.19867141112067327,-0.23977984377736966,-0.42233532164852244,-0.09612622914494029,0.17324753364211104,2008-02-01
-0.40867979151765493,-0.06306292738544023,-0.2072272687819884,-0.4169023431623363,-0.10351938192724089,0.22413545855424163,2008-02-01
-0.45315097118277214,0.4583536609442371,0.0883689442442522,1.0201880407931787,-0.024704765159566718,0.1165982313768821,2008-02-01
0.22997882135863726,-0.14394275473081558,-0.2537654238221767,0.07852582934167242,-0.10936868065598739,0.6039805385281073,2008-02-01
-0.5777997267609091,-0.1588380760676911,-0.10790789072121422,-0.3463547120730536,-0.0678320679454788,-0.2800437636097972,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.4723142221202833,-0.15940046684092807,-0.07717917779108224,-0.6325726682433275,-0.09491196191180785,-0.17181992562239365,2008-02-01
-0.43379699559342366,0.12301611117085647,0.05972916660794147,0.25505708552715334,-0.047358655061128074,0.17786813400508514,2008-02-01
-0.3467035457979881,-0.06727282403081389,-0.2251177335521773,-0.4357420745298574,-0.12151829165721528,0.2356240396032502,2008-02-01
-0.5211607252660692,0.05798766947685942,0.21107806748887348,0.003139874127875643,0.01497835535293904,-0.012934295576326856,2008-02-01
-0.21047633838611804,-0.1605413166952087,-0.14813176407780645,-0.09432938169892639,-0.09502298063026568,0.2974801559603801,2008-02-01
-0.17023685195346014,-0.2248547186918045,-0.15268152844881866,-0.5107766430753934,-0.10413779088240047,0.36751664712370785,2008-02-01
-0.20122106785481966,-0.003610188500392296,-0.03598996312446655,-0.23339741309906414,-0.03433477165204482,0.40993918805403173,2008-02-01
-0.6117678586585075,-0.028813329295310584,0.04919349485141498,-0.3406514361497438,0.03624798060872942,-0.516626276926087,2008-02-01
-0.029061234201289563,-0.13789303684156679,-0.04761362201319167,-0.2623192388712989,-0.0640201361671809,0.3605099952788189,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
3.4620731595216467,0.3268265273919236,-0.041338903498039196,0.627959429782994,-0.08219077797726977,1.1207233890437458,2008-02-01
-0.015785640883039548,-0.24845906285994923,-0.2697014680712525,-0.6292750395104185,-0.17822543877823768,0.4463463052417493,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
1.7605230907813405,-0.12846094015899298,0.8236504297682679,0.14620830759744402,-0.14345229455627673,0.9270011672118877,2008-02-01
-0.578330931507763,0.3581436593073177,0.12454550546906579,0.3413900869444596,-0.0008097206789963921,-0.2718265819912721,2008-02-01
0.27039200361776583,0.056991434392839664,-0.10703354469861101,-0.07811153547150507,-0.0847598205090828,0.6053685494229608,2008-02-01
-0.38658799538231053,-0.18749590304106492,0.023461610095707654,-0.3586262157184691,-0.018717560366485884,0.169125233091477,2008-02-01
0.2687117056661951,0.05680664885306182,0.011382974769881383,0.4135865324001967,-0.05923939260359096,0.585566119951015,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.48090740969179185,-0.33689099487450636,-0.15276065478570586,0.42583100630189985,-0.10058605922548812,0.027449163796233397,2008-02-01
-0.35623209101407155,-0.11769517392845727,-0.055213706671204225,-0.673576789454991,-0.062027870571105787,0.23276067590863328,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.24534926823690878,0.41358735539457664,0.34916143799067173,1.2115315965330378,0.09776622797417013,0.38110817063526403,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.5073537404021025,-0.23329861444426198,-0.23262286660592524,-0.47028608699426483,-0.055524602203943674,0.015053183035466702,2008-02-01
-0.564660175740287,-0.07349125915203376,-0.25488901780597456,-0.17931089593061408,-0.14779676924967694,-0.16481563376141672,2008-02-01
0.023922164766952764,-0.15097263939627736,-0.19717822399731802,-0.5104522861508449,-0.1067718834445599,0.4683064356481163,2008-02-01
0.0566243276293985,0.024678067393425793,-0.1445987731357944,-0.43230929707838656,-0.08921444658720291,0.5219659035460571,2008-02-01
0.2537313106036096,0.011743079608976206,-0.07884083086571278,0.09441931864454536,-0.0996987768115635,0.6108674957411464,2008-02-01
-0.2580651865525898,-0.04233481031470729,-0.2107167402387126,-0.652331410897069,-0.09715228495693719,0.22746453894506694,2008-02-01
1.507014431254634,0.17065864381792867,0.1709649710039233,0.5611689330697307,-0.03555077355265315,0.8798854114921714,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.2699714628583824,0.27124625068830704,-0.07032288069980909,-0.27748292509393774,-0.06547378751198801,0.25906628110357843,2008-02-01
-0.2837552756247032,-0.29312895856276905,-0.14783504031447955,-0.600001827069923,-0.22591404969203793,0.26419446371326333,2008-02-01
-0.4622046947797284,0.7259954299276967,1.2618718650336302,4.488077129346391,0.49048019984517066,0.09967607210978459,2008-02-01
-0.5187665724472974,-0.2502346108725973,-0.22846873391934888,-0.4431482243070465,-0.126142047814236,0.07136555584522553,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.33137183028057193,-0.20997546566273576,-0.19510907028771854,-0.5516996750559198,-0.10060687523519896,0.15697920844059662,2008-02-01
-0.4730138365870782,0.11024984061837792,0.04741315227145368,0.2711127532923005,0.0031210358214008626,0.061977319596871444,2008-02-01
1.0724084139152201,-0.09881491225550286,-0.1456234591984832,0.1709405230942615,-0.06445640503737063,0.85685155970945,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.575079139916452,0.39379120017663627,1.6150918328979513,1.9788519610397646,0.46376892271747105,-0.26088515815753494,2008-02-01
-0.4903180064904207,0.17678066909230794,0.45792850067577395,3.6785633349046556,0.11167305712848825,0.03167770165136361,2008-02-01
1.9207719178998097,0.08951368939374163,-0.47627659578258397,-0.29934998775724414,-0.09432998097364226,0.9093820033181321,2008-02-01
-0.47880612736109335,-0.05942345566720691,-0.21608546219650698,-0.5765670392712992,-0.07359116396547831,0.1541307560287771,2008-02-01
-0.47784314156212854,0.7706653256305166,-0.10442633189817883,-0.27253648199457425,-0.07579852832856547,-0.013363166481019094,2008-02-01
-0.5497394192275458,-0.12104541610616876,-0.14022308670593397,-0.49401820197372465,-0.0750213972993607,-0.15179279792128184,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
0.1334629838395777,0.0359178487042612,-0.03570510831167277,-0.38070951633147443,-0.08857782362354634,0.52692886383104,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.13779154957894924,-0.09425954699228363,-0.22968727950741127,-0.4768813444600828,-0.09478880052101872,0.39241980137721505,2008-02-01
0.3208030752873851,-0.10018875257298164,-0.20836668803316366,-0.5167231866921145,-0.11108686879086976,0.5692556205345263,2008-02-01
-0.17422345603922798,0.010433512522724458,-0.1780929515401329,-0.18036505593539653,-0.11118747950447218,0.39573815678677066,2008-02-01
1.5854445158573909,0.23528537781675649,-0.47627659578258397,1.8927351975721576,0.11135301097918404,0.9319357107173155,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.0765760648248062,-0.010407082702655886,0.2971121335862921,1.0561375999306293,-0.07344892123245421,0.4800580431946088,2008-02-01
-0.2370684595831,-0.0717237452932891,-0.07654616709598488,-0.3285421109666025,-0.08442676435370934,0.2503923448332944,2008-02-01
-0.11589760507463617,-0.10150635381313676,-0.09319830469388954,-0.3801148619698023,-0.08078049331936024,0.4414960708701773,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
0.4669551548445724,-0.33689099487450636,-0.0009409522002951711,-0.7225276553180909,-0.22591404969203793,0.6253347231794628,2008-02-01
0.4669551548445724,-0.33689099487450636,-0.0009409522002951711,-0.7225276553180909,-0.22591404969203793,0.6253347231794628,2008-02-01
-0.4255339991150514,-0.05682038980251018,0.11281898234238737,-0.12168348233584367,-0.045196392052414415,0.0018559511343241113,2008-02-01
-0.4434036061633044,-0.23447963506805955,-0.07086885242433055,-0.3869263573853193,-0.11049014317915898,-0.0034474685995213527,2008-02-01
-0.1765150095825887,-0.16809342136439048,-0.2427154308758836,-0.47790847472115283,-0.09831364483205457,0.38696939841012024,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.48802118341139716,-0.001802503872130706,-0.44745482757143273,-0.7013633659913061,-0.22591404969203793,0.16730438333724446,2008-02-01
0.3390741221305207,0.06869719663007146,-0.10414938971907368,0.019006333687036154,-0.07083564468000565,0.5674426826049656,2008-02-01
-0.5916862954726549,-0.0839276250725307,-0.01445177422377923,-0.06338032514826404,-0.047254575012573866,-0.3722395152789468,2008-02-01
-0.32241326563980466,-0.16396386625805065,0.21247069101808763,0.7580535862706254,1.8746598469098208,0.06611219236205279,2008-02-01
-0.5784460357618868,-0.06050806644416384,0.7912561074466611,0.8776061427104329,41.575208563545964,-0.355006455464473,2008-02-01
-0.2830883750619832,-0.08326079029854978,-0.1363063330300191,0.682478422850842,-0.0376054871778608,0.3004632101670949,2008-02-01
0.03562073881458454,0.023673798155502673,-0.06595115058679302,-0.22699136383923277,-0.06415630756403935,0.4985308006246987,2008-02-01
-0.2278854515893116,-0.17113836569377333,-0.09079682036936401,-0.3613562198334183,-0.0866454040553899,0.22645434097076264,2008-02-01
-0.3096288237767552,-0.23002067965168096,-0.13998570769527244,-0.47904372395707234,-0.11562128957288144,0.10963418663779893,2008-02-01
-0.4369544567718889,0.1652918290104676,0.04613130561388151,-0.1248729920939032,0.02272191096537211,0.10989512156904013,2008-02-01
-0.11801156863781304,-0.22450925007395894,0.041415375935406284,-0.14228014704466874,-0.15025305839555628,0.48180115133299123,2008-02-01
-0.45249728362671265,-0.049123670363067515,-0.47627659578258397,0.5833333229138732,0.4434472932372619,0.1856011624047726,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,0.4708615024784253,2008-02-01
-0.1096516536784794,-0.2465469342309436,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,0.3256041219457286,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-0.0822163632322417,2008-02-01
-0.5360969213074005,-0.2281165851765787,3.356365784021208,1.5989759429061328,1.2187066162355167,-0.0822163632322417,2008-02-01
0.45302228411792317,-0.1803214036053422,-0.1467193589643705,-0.2761584676520317,-0.09682443280399144,0.609579094104124,2008-02-01
-0.21546697732095832,-0.1750992035681421,0.06775653348514472,-0.2832672902483847,-0.09560756356964516,0.3298418760022974,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.0436884739621499,0.10563823627783499,-0.08860502083758942,-0.2825104574244384,-0.04720080032082086,0.48141268410075816,2008-02-01
-0.005848634343850411,-0.12215412934483585,-1.5174058715275769e-05,-0.23153236078291073,-0.07915771189565254,0.3418324671754003,2008-02-01
-0.6025765366088807,-0.16811752382610065,-0.05426023431171382,0.5715483546552804,0.06980512293008205,-0.5245351268208678,2008-02-01
0.4006720278437135,-0.188917948281964,-0.015804834584549825,-0.5351845016476624,-0.04660494204284802,0.6126436728094559,2008-02-01
-0.5112500257312482,0.1333962380140297,0.25003591945527104,0.5293008652328479,0.03289833771275983,0.005108105937037648,2008-02-01
-0.5424974156208179,-0.14516394612413008,-0.16750189134778537,-0.3492198649065647,-0.08751447246081752,-0.16128450173337913,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
1.410295983252868,0.02798010464771698,0.008249571829149495,0.35939189625689716,-0.07029356109378582,0.9114892816608836,2008-02-01
-0.5496140937614516,0.7597469104758166,2.0087770094463706,1.4617729638221484,2.577742258236946,-0.10568083966625998,2008-02-01
-0.20155888305315595,-0.06653368187170249,0.02788081601085606,-0.5999207378387859,-0.004883587246155719,0.3930709915129235,2008-02-01
1.627151498675792,-0.2499775179476889,-0.2829234789650984,-0.5652956361432413,-0.17158599901421714,0.8598058019573513,2008-02-01
-0.4705524934224995,0.2240214940442109,-0.05270540179188092,-0.08611233961036634,-0.06782859861052697,0.06444530279901219,2008-02-01
-0.4831732678464159,-0.12039464963999456,-0.16175731928977694,-0.5296434041866268,-0.11573057362386337,0.037199182377495754,2008-02-01
-0.16821330054633676,-0.33689099487450636,0.5380360041403434,-0.7225276553180909,-0.22591404969203793,0.4238908412442598,2008-02-01
0.6843664481034673,-0.20869803519209754,-0.1830225223282035,-0.21939600585605712,-0.00849429759724879,0.6012605136710124,2008-02-01
-0.4270160326703616,-0.10133763658116568,-0.18176441357169754,-0.505397724076632,-0.11713652161308312,0.15488829596989304,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.32295150999219085,0.3429912450455339,1.299211583410685,3.681644725687866,0.3624929641380608,0.31498728732662495,2008-02-01
0.01586127561951123,-0.19505604186415004,-0.03179231095260226,0.013789593150549,-0.09380784606339532,0.4482290919767269,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,0.06758347072739243,2008-02-01
-0.28190310012268954,-0.2727623784176884,-0.17779227145996165,-0.37343851527284716,-0.10631566589839729,0.22745188401858119,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
0.10288997399945354,0.06809463508731756,-0.1891152502685155,-0.4473108048387513,-0.11001137495580962,0.5316406713767226,2008-02-01
-0.41564196440208934,-0.196976204647059,-0.09750673373739588,-0.5287784523878309,-0.11983653153932688,0.07364151425196411,2008-02-01
12.58513893781114,-0.23187656920336286,-0.09197580278898282,-0.4710158900744988,0.07351817866225344,0.905099179178053,2008-02-01
-0.3891467195056804,-0.08543001185246367,0.207319566486733,1.3600600382325045,-0.13331142849214503,0.09373424551282733,2008-02-01
-0.25238177691896957,-0.2387216683290468,-0.09285806144527473,-0.1276570556962772,-0.1334233145443408,0.24448428277049175,2008-02-01
-0.5716522560265265,0.07819356654387234,-0.47627659578258397,-0.3403811387126201,-0.10110645946825916,-0.3165736741164452,2008-02-01
0.14342264275377023,0.02287841691906757,0.0252300837251359,-0.021267984444393446,-0.06605750311762952,0.543690130632464,2008-02-01
-0.5681705029835286,0.2389971569201202,0.47437490979777186,0.057280450783750436,0.0017870765324310904,-0.2292009990988102,2008-02-01
-0.3608409085539539,-0.0926928869811236,0.08905734337517059,0.7951654243877078,-0.040424321826203966,0.23889260717980015,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,0.2770038232109361,2008-02-01
-0.49360266865582053,0.0481699334069231,0.032936988937946166,0.15991238765961502,-0.05713871029027185,-0.008977087419765061,2008-02-01
-0.3076848456723138,0.040899024124359834,-0.03532530189461433,0.15456049840456598,-0.03450737106589721,0.28957455559897205,2008-02-01
-0.33422122096672213,0.099186810693417,-0.18833189953333254,-0.571566536684511,-0.08548751351522431,0.2754260422924721,2008-02-01
1.2002321641554072,0.08151167210597025,-0.1513126428206706,-0.22474789511110616,-0.10157915635544285,0.6045213256565504,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.46412309499794363,-0.12633992352849938,0.4637838496054243,1.9936102011067183,0.07597880447682247,-0.027702927851274626,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-0.032313707043119366,2008-02-01
-0.5384298387473392,-0.15114135662824843,0.42833525067997263,1.302351535406597,0.15819597149848133,-0.3100861601048586,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.5166700926551047,0.12087099207865272,-0.0007906121602095495,-0.049135650211845724,-0.04705422091910702,-0.058211460940313424,2008-02-01
-0.2721686257311997,-0.07438305023530951,-0.05178357996714544,-0.18652783750181656,-0.06495078526800313,0.26705177105598843,2008-02-01
-0.0061369704401725116,-0.19855893296602586,-0.17866266116572052,-0.04681109225258202,-0.13765156651685553,0.37683345606793855,2008-02-01
-0.4279952955799145,-0.1605413166952087,-0.07195683955652912,-0.23780326132418034,-0.0507672766512784,0.13561831049540665,2008-02-01
0.08537289858575478,-0.18349489439717925,-0.17698122650686818,-0.5156690266873322,-0.10280296425969275,0.5278178270201699,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.19090295548083266,1.822030773735266,0.8084977362543752,-0.159660272251722,0.3520242459209833,0.40955798742997535,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,0.19234053173177554,2008-02-01
0.20449660778556555,-0.10542702091798857,-0.13785720923300757,0.24494796137872743,-0.12740835507164552,0.5698249004994793,2008-02-01
-0.5488957120347119,-0.027568035440285944,0.01866655408034523,-0.1268191336411938,-0.043897126112962696,-0.18384490277834994,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.26426311858945895,-0.06161677968283097,-0.12467080519076093,0.016843954190046643,-0.09278179025139839,0.35443855242032146,2008-02-01
-0.5913486339314478,1.7225599142574581,-0.47627659578258397,8.754181579469567,-0.22591404969203793,-0.37783544593932844,2008-02-01
-0.5687726340534461,-0.11432886344293901,-0.08452605817105588,-0.31056733139787723,-0.09026131840891066,-0.27480229543427975,2008-02-01
-0.5806858053462968,-0.2197690992709619,-0.21011142376152575,-0.43374187349514215,-0.060036472308768594,-0.36493301111000687,2008-02-01
-0.21295866328103172,-0.12549633736864393,-0.14120820960017916,-0.45720369103747827,-0.093651725990564,0.3609494175014015,2008-02-01
-0.16609685737889998,-0.005650863591852075,-0.47627659578258397,-0.46304211567935,-0.060440649830654114,0.1342640961420098,2008-02-01
-0.13821988690363737,-0.19657449695188978,-0.1401914361711791,-0.3687083101231826,-0.09839604153715999,0.22940817884919104,2008-02-01
-0.3795749439108332,-0.22401916668585248,-0.15750823499893596,-0.3853045727625771,-0.10730008969097249,0.03337571023416583,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-02-01
-0.3661825877453306,0.02104662982909581,0.11783559210103384,0.9978614724867618,-0.01729079636755528,0.2640846415909867,2008-02-01
0.8612347248549098,0.2249695242048103,0.22801110358272764,0.4399945920071812,0.029605938843495043,0.8314801386334367,2008-02-01
-0.43102807303676605,-0.10728291046967049,0.1687059140857947,-0.25964329424377436,-0.09012081034336249,0.1275370283935596,2008-02-01
-0.24577502201280857,0.7447310768303902,-0.1453702549204443,-0.46547479261346314,-0.08050034452200185,0.3716340505571956,2008-02-01
-0.6316741547984221,-0.33689099487450636,-0.47627659578258397,-0.7225276553180909,-0.22591404969203793,-2.8682520397154607,2008-03-01
-0.3716211176277588,-0.0774520970264025,-0.07806934908106292,0.5111909369455607,-0.06409732886985861,0.2300430370215764,2008-03-01
6.129433847836748,-0.025278301577821242,-0.2222691854242392,-0.35778829366338566,-0.1213691102542876,1.2703075261147563,2008-03-01
